accession,entry_type,database,primary_id,secondary_id,isoform
E9QE39,TrEMBL,Ensembl,ENSDART00000144841.2,ENSDARP00000112579.1,
E9QE39,TrEMBL,ZFIN,ZDB-GENE-030131-8324,ppp1r3c2a,
E9QE40,TrEMBL,Ensembl,ENSDART00000138071.2,ENSDARP00000112570.1,
E9QE40,TrEMBL,ZFIN,ZDB-GENE-040420-2,npsn,
E9QE44,TrEMBL,Ensembl,ENSDART00000144118.3,ENSDARP00000112554.2,
E9QE44,TrEMBL,ZFIN,ZDB-GENE-041111-260,e2f8,
E9QE45,TrEMBL,Ensembl,ENSDART00000142734.2,ENSDARP00000112553.1,
E9QE45,TrEMBL,ZFIN,ZDB-GENE-050417-217,yod1,
E9QE47,TrEMBL,Ensembl,ENSDART00000134793.3,ENSDARP00000112535.1,
E9QE47,TrEMBL,Ensembl,ENSDART00000178871.2,ENSDARP00000144567.1,
E9QE47,TrEMBL,ZFIN,ZDB-GENE-040426-1026,pafah1b3,
E9QE48,TrEMBL,Ensembl,ENSDART00000146786.2,ENSDARP00000112532.1,
E9QE48,TrEMBL,ZFIN,ZDB-GENE-040718-382,jkamp,
E9QE49,TrEMBL,Ensembl,ENSDART00000135158.3,ENSDARP00000112523.1,
E9QE49,TrEMBL,Ensembl,ENSDART00000182897.1,ENSDARP00000146962.1,
E9QE49,TrEMBL,Ensembl,ENSDART00000186349.1,ENSDARP00000147088.1,
E9QE49,TrEMBL,ZFIN,ZDB-GENE-070501-2,emd,
E9QE50,TrEMBL,Ensembl,ENSDART00000147368.3,ENSDARP00000112521.1,
E9QE50,TrEMBL,ZFIN,ZDB-GENE-091113-18,osbp2a,
E9QE52,TrEMBL,Ensembl,ENSDART00000145740.2,ENSDARP00000112515.1,
E9QE52,TrEMBL,ZFIN,ZDB-GENE-040426-1853,myoz2b,
E9QE53,TrEMBL,Ensembl,ENSDART00000136392.2,ENSDARP00000117397.1,
E9QE53,TrEMBL,ZFIN,ZDB-GENE-030131-5341,si:ch211-263m18.4,
E9QE56,TrEMBL,Ensembl,ENSDART00000136084.2,ENSDARP00000117384.1,
E9QE56,TrEMBL,ZFIN,ZDB-GENE-080917-20,mfhas1,
E9QE58,TrEMBL,Ensembl,ENSDART00000136445.3,ENSDARP00000117375.2,
E9QE58,TrEMBL,ZFIN,ZDB-GENE-120709-69,si:dkey-16p19.5,
E9QE59,TrEMBL,Ensembl,ENSDART00000137430.2,ENSDARP00000117374.1,
E9QE59,TrEMBL,ZFIN,ZDB-GENE-990603-7,smad2,
E9QE61,TrEMBL,Ensembl,ENSDART00000137450.2,ENSDARP00000117361.1,
E9QE61,TrEMBL,ZFIN,ZDB-GENE-040718-46,bpnt1,
E9QE63,TrEMBL,Ensembl,ENSDART00000137133.2,ENSDARP00000117352.1,
E9QE63,TrEMBL,ZFIN,ZDB-GENE-040426-1816,rgl1,
E9QE66,TrEMBL,Ensembl,ENSDART00000145936.2,ENSDARP00000117343.1,
E9QE66,TrEMBL,ZFIN,ZDB-GENE-091204-154,phf24,
E9QE67,TrEMBL,Ensembl,ENSDART00000134998.2,ENSDARP00000117339.1,
E9QE67,TrEMBL,ZFIN,ZDB-GENE-060929-156,eml1,
E9QE68,TrEMBL,Ensembl,ENSDART00000144652.2,ENSDARP00000117335.1,
E9QE68,TrEMBL,ZFIN,ZDB-GENE-091113-15,clcn5a,
E9QE69,TrEMBL,Ensembl,ENSDART00000137447.2,ENSDARP00000117331.1,
E9QE69,TrEMBL,ZFIN,ZDB-GENE-030131-5511,nasp,
E9QE71,TrEMBL,Ensembl,ENSDART00000144483.2,ENSDARP00000119642.1,
E9QE71,TrEMBL,Ensembl,ENSDART00000184249.1,ENSDARP00000153569.1,
E9QE71,TrEMBL,ZFIN,ZDB-GENE-081028-36,pimr156,
E9QE72,TrEMBL,Ensembl,ENSDART00000140206.2,ENSDARP00000119640.1,
E9QE72,TrEMBL,ZFIN,ZDB-GENE-081022-41,adora2ab,
E9QE73,TrEMBL,Ensembl,ENSDART00000133329.3,ENSDARP00000121951.2,
E9QE73,TrEMBL,ZFIN,ZDB-GENE-081103-8,si:dkey-51d8.3,
E9QE74,TrEMBL,Ensembl,ENSDART00000131302.3,ENSDARP00000119639.1,
E9QE74,TrEMBL,ZFIN,ZDB-GENE-030131-684,tafazzin,
E9QE77,TrEMBL,Ensembl,ENSDART00000142085.2,ENSDARP00000121944.1,
E9QE77,TrEMBL,ZFIN,ZDB-GENE-060718-1,rerea,
E9QE79,TrEMBL,Ensembl,ENSDART00000152593.2,ENSDARP00000126582.1,
E9QE79,TrEMBL,ZFIN,ZDB-GENE-121214-37,si:dkey-269i1.4,
E9QE80,TrEMBL,Ensembl,ENSDART00000140095.2,ENSDARP00000121932.1,
E9QE80,TrEMBL,ZFIN,ZDB-GENE-080813-2,arl15b,
E9QE81,TrEMBL,Ensembl,ENSDART00000145338.3,ENSDARP00000121925.2,
E9QE81,TrEMBL,ZFIN,ZDB-GENE-141216-37,si:dkey-27d5.3,
E9QE86,TrEMBL,Ensembl,ENSDART00000143333.2,ENSDARP00000121918.1,
E9QE86,TrEMBL,ZFIN,ZDB-GENE-980526-530,pou6f1,
E9QE89,TrEMBL,Ensembl,ENSDART00000142182.3,ENSDARP00000121911.1,
E9QE89,TrEMBL,ZFIN,ZDB-GENE-040625-111,luc7l,
E9QE90,TrEMBL,Ensembl,ENSDART00000146348.2,ENSDARP00000121902.1,
E9QE90,TrEMBL,ZFIN,ZDB-GENE-100922-37,shisa7a,
E9QE91,TrEMBL,Ensembl,ENSDART00000134521.2,ENSDARP00000121901.1,
E9QE91,TrEMBL,ZFIN,ZDB-GENE-040426-862,kif18a,
E9QE92,TrEMBL,Ensembl,ENSDART00000123043.3,ENSDARP00000107600.2,
E9QE92,TrEMBL,ZFIN,ZDB-GENE-031107-3,ndnl2,
E9QE94,TrEMBL,Ensembl,ENSDART00000148259.3,ENSDARP00000114799.2,
E9QE94,TrEMBL,ZFIN,ZDB-GENE-030131-8196,gabrb2a,
E9QE95,TrEMBL,Ensembl,ENSDART00000147982.3,ENSDARP00000114796.1,
E9QE95,TrEMBL,ZFIN,ZDB-GENE-030131-684,tafazzin,
E9QE96,TrEMBL,Ensembl,ENSDART00000005296.8,ENSDARP00000010226.7,
E9QE96,TrEMBL,ZFIN,ZDB-GENE-030131-4340,nkx2.9,
E9QEA0,TrEMBL,Ensembl,ENSDART00000139408.2,ENSDARP00000114774.1,
E9QEA0,TrEMBL,ZFIN,ZDB-GENE-010502-1,hmga1a,
E9QEA2,TrEMBL,Ensembl,ENSDART00000145366.2,ENSDARP00000114772.1,
E9QEA2,TrEMBL,ZFIN,ZDB-GENE-091118-27,whrna,
E9QEA4,TrEMBL,Ensembl,ENSDART00000133154.2,ENSDARP00000114763.1,
E9QEA4,TrEMBL,ZFIN,ZDB-GENE-061215-52,znf395a,
E9QEA6,TrEMBL,Ensembl,ENSDART00000144329.2,ENSDARP00000114752.1,
E9QEA6,TrEMBL,ZFIN,ZDB-GENE-091204-155,acer3,
E9QEA7,TrEMBL,Ensembl,ENSDART00000137932.2,ENSDARP00000114740.1,
E9QEA7,TrEMBL,ZFIN,ZDB-GENE-091204-268,sh3bp2,
E9QEA8,TrEMBL,Ensembl,ENSDART00000041370.6,ENSDARP00000041369.6,
E9QEA8,TrEMBL,ZFIN,ZDB-GENE-010619-1,gjc4a.1,
E9QEA9,TrEMBL,Ensembl,ENSDART00000134173.2,ENSDARP00000114739.1,
E9QEA9,TrEMBL,ZFIN,ZDB-GENE-030131-1226,nqo1,
E9QEB0,TrEMBL,Ensembl,ENSDART00000139537.2,ENSDARP00000114725.1,
E9QEB0,TrEMBL,ZFIN,ZDB-GENE-090313-255,znf385a,
E9QEB1,TrEMBL,Ensembl,ENSDART00000140092.2,ENSDARP00000114724.1,
E9QEB1,TrEMBL,ZFIN,ZDB-GENE-070820-11,crybb1l3,
E9QEB4,TrEMBL,Ensembl,ENSDART00000145976.2,ENSDARP00000114717.1,
E9QEB4,TrEMBL,ZFIN,ZDB-GENE-990415-93,serpinh1b,
E9QEB6,TrEMBL,Ensembl,ENSDART00000134750.2,ENSDARP00000114712.1,
E9QEB6,TrEMBL,ZFIN,ZDB-GENE-030131-5234,arf2b,
E9QEB7,TrEMBL,Ensembl,ENSDART00000143213.3,ENSDARP00000114708.1,
E9QEB7,TrEMBL,ZFIN,ZDB-GENE-060825-7,acsf2,
E9QEB8,TrEMBL,Ensembl,ENSDART00000109481.4,ENSDARP00000102703.3,
E9QEB8,TrEMBL,ZFIN,ZDB-GENE-070705-234,si:ch73-27e22.6,
E9QEC0,TrEMBL,Ensembl,ENSDART00000144138.3,ENSDARP00000119593.1,
E9QEC0,TrEMBL,ZFIN,ZDB-GENE-020104-1,hnf1ba,
E9QEC2,TrEMBL,Ensembl,ENSDART00000138341.2,ENSDARP00000119583.1,
E9QEC2,TrEMBL,ZFIN,ZDB-GENE-030131-5278,phf6,
E9QEC3,TrEMBL,Ensembl,ENSDART00000146909.2,ENSDARP00000119582.1,
E9QEC3,TrEMBL,Ensembl,ENSDART00000179972.1,ENSDARP00000156509.1,
E9QEC3,TrEMBL,ZFIN,ZDB-GENE-040426-1753,chchd10,
E9QEC4,TrEMBL,Ensembl,ENSDART00000136480.4,ENSDARP00000121166.2,
E9QEC4,TrEMBL,ZFIN,ZDB-GENE-030131-8491,nup62l,
E9QEC6,TrEMBL,Ensembl,ENSDART00000146161.2,ENSDARP00000117906.1,
E9QEC6,TrEMBL,ZFIN,ZDB-GENE-091204-5,nnt2,
E9QEC7,TrEMBL,Ensembl,ENSDART00000143990.3,ENSDARP00000117904.1,
E9QEC7,TrEMBL,ZFIN,ZDB-GENE-040426-1072,usf1,
E9QEC9,TrEMBL,Ensembl,ENSDART00000131477.2,ENSDARP00000121157.1,
E9QEC9,TrEMBL,ZFIN,ZDB-GENE-031204-23,si:dkeyp-72g9.4,
E9QED0,TrEMBL,Ensembl,ENSDART00000137546.2,ENSDARP00000121155.1,
E9QED0,TrEMBL,ZFIN,ZDB-GENE-070912-349,pimr55,
E9QED2,TrEMBL,Ensembl,ENSDART00000136932.2,ENSDARP00000121144.1,
E9QED2,TrEMBL,ZFIN,ZDB-GENE-030616-513,rassf6,
E9QED3,TrEMBL,Ensembl,ENSDART00000140552.2,ENSDARP00000121141.1,
E9QED3,TrEMBL,ZFIN,ZDB-GENE-040426-1860,tcea3,
E9QED4,TrEMBL,Ensembl,ENSDART00000145485.2,ENSDARP00000121135.1,
E9QED4,TrEMBL,ZFIN,ZDB-GENE-040426-1131,phactr4b,
E9QED6,TrEMBL,Ensembl,ENSDART00000142233.2,ENSDARP00000121130.1,
E9QED6,TrEMBL,ZFIN,ZDB-GENE-050626-82,zgc:113984,
E9QED7,TrEMBL,Ensembl,ENSDART00000139367.2,ENSDARP00000121125.1,
E9QED7,TrEMBL,ZFIN,ZDB-GENE-030131-9770,amotl2a,
E9QED8,TrEMBL,Ensembl,ENSDART00000139710.2,ENSDARP00000121120.1,
E9QED8,TrEMBL,ZFIN,ZDB-GENE-081104-350,ttll10,
E9QED9,TrEMBL,Ensembl,ENSDART00000133241.3,ENSDARP00000121118.1,
E9QED9,TrEMBL,ZFIN,ZDB-GENE-040426-1884,dnase1l4.2,
E9QEE1,TrEMBL,Ensembl,ENSDART00000162823.2,ENSDARP00000130029.1,
E9QEE1,TrEMBL,ZFIN,ZDB-GENE-110913-156,znf1106,
E9QEE2,TrEMBL,Ensembl,ENSDART00000143054.3,ENSDARP00000121100.1,
E9QEE2,TrEMBL,ZFIN,ZDB-GENE-090312-119,kif1c,
E9QEE3,TrEMBL,Ensembl,ENSDART00000012287.8,ENSDARP00000006239.6,
E9QEE3,TrEMBL,ZFIN,ZDB-GENE-041114-29,spire2,
E9QEE6,TrEMBL,Ensembl,ENSDART00000141784.2,ENSDARP00000117886.1,
E9QEE6,TrEMBL,ZFIN,ZDB-GENE-030131-6153,tep1,
E9QEE7,TrEMBL,Ensembl,ENSDART00000145892.2,ENSDARP00000117876.1,
E9QEE7,TrEMBL,ZFIN,ZDB-GENE-040426-938,bcs1l,
E9QEE8,TrEMBL,Ensembl,ENSDART00000135242.2,ENSDARP00000117875.1,
E9QEE8,TrEMBL,ZFIN,ZDB-GENE-040426-1973,ndufb4,
E9QEF0,TrEMBL,Ensembl,ENSDART00000135667.3,ENSDARP00000121553.1,
E9QEF0,TrEMBL,Ensembl,ENSDART00000140084.2,ENSDARP00000115581.1,
E9QEF0,TrEMBL,Ensembl,ENSDART00000145192.3,ENSDARP00000117857.1,
E9QEF0,TrEMBL,ZFIN,ZDB-GENE-091204-332,si:dkey-88l16.5,
E9QEF1,TrEMBL,Ensembl,ENSDART00000146997.2,ENSDARP00000117854.1,
E9QEF1,TrEMBL,ZFIN,ZDB-GENE-070518-1,isoc2,
E9QEF2,TrEMBL,Ensembl,ENSDART00000138946.3,ENSDARP00000117849.1,
E9QEF2,TrEMBL,ZFIN,ZDB-GENE-040912-48,zgc:101783,
E9QEF5,TrEMBL,Ensembl,ENSDART00000148349.3,ENSDARP00000121095.2,
E9QEF5,TrEMBL,ZFIN,ZDB-GENE-131126-56,si:ch1073-186o8.3,
E9QEF6,TrEMBL,Ensembl,ENSDART00000144500.2,ENSDARP00000121093.1,
E9QEF6,TrEMBL,ZFIN,ZDB-GENE-091204-440,si:ch211-235f1.3,
E9QEF7,TrEMBL,Ensembl,ENSDART00000135034.2,ENSDARP00000121090.1,
E9QEF7,TrEMBL,ZFIN,ZDB-GENE-091118-62,slc22a21,
E9QEF8,TrEMBL,Ensembl,ENSDART00000137429.2,ENSDARP00000117837.1,
E9QEF8,TrEMBL,ZFIN,ZDB-GENE-030616-623,dnah6,
E9QEF9,TrEMBL,Ensembl,ENSDART00000139934.2,ENSDARP00000117831.1,
E9QEF9,TrEMBL,ZFIN,ZDB-GENE-040426-2207,agmo,
E9QEG1,TrEMBL,Ensembl,ENSDART00000143999.3,ENSDARP00000121088.1,
E9QEG1,TrEMBL,ZFIN,ZDB-GENE-030520-2,tnnt3b,
E9QEG2,TrEMBL,Ensembl,ENSDART00000135974.3,ENSDARP00000121084.1,
E9QEG2,TrEMBL,ZFIN,ZDB-GENE-040426-852,dnpep,
E9QEG5,TrEMBL,Ensembl,ENSDART00000132910.2,ENSDARP00000121078.1,
E9QEG5,TrEMBL,ZFIN,ZDB-GENE-090313-42,vap,
E9QEG6,TrEMBL,Ensembl,ENSDART00000145744.3,ENSDARP00000121074.1,
E9QEG6,TrEMBL,ZFIN,ZDB-GENE-030131-2958,cstf1,
E9QEG8,TrEMBL,Ensembl,ENSDART00000137282.2,ENSDARP00000121071.1,
E9QEG8,TrEMBL,ZFIN,ZDB-GENE-070410-28,ube2j2,
E9QEH2,TrEMBL,Ensembl,ENSDART00000147006.3,ENSDARP00000121064.1,
E9QEH2,TrEMBL,ZFIN,ZDB-GENE-041010-56,kng1,
E9QEH3,TrEMBL,Ensembl,ENSDART00000133402.2,ENSDARP00000119580.1,
E9QEH3,TrEMBL,ZFIN,ZDB-GENE-040426-1745,mrpl57,
E9QEH4,TrEMBL,Ensembl,ENSDART00000139187.4,ENSDARP00000121897.2,
E9QEH4,TrEMBL,ZFIN,ZDB-GENE-000501-1,celf1,
E9QEH7,TrEMBL,Ensembl,ENSDART00000131291.3,ENSDARP00000119577.1,
E9QEH7,TrEMBL,ZFIN,ZDB-GENE-040426-2042,ripk4,
E9QEH8,TrEMBL,Ensembl,ENSDART00000141445.2,ENSDARP00000119576.1,
E9QEH8,TrEMBL,ZFIN,ZDB-GENE-030131-2317,ewsr1a,
E9QEI1,TrEMBL,Ensembl,ENSDART00000143496.3,ENSDARP00000121888.1,
E9QEI1,TrEMBL,ZFIN,ZDB-GENE-040516-14,arhgef18a,
E9QEI2,TrEMBL,Ensembl,ENSDART00000141160.3,ENSDARP00000121887.2,
E9QEI2,TrEMBL,ZFIN,ZDB-GENE-030131-4628,slc13a5a,
E9QEI3,TrEMBL,Ensembl,ENSDART00000136354.3,ENSDARP00000119568.1,
E9QEI3,TrEMBL,ZFIN,ZDB-GENE-040718-130,dnajc9,
E9QEI4,TrEMBL,Ensembl,ENSDART00000131325.2,ENSDARP00000119566.1,
E9QEI4,TrEMBL,ZFIN,ZDB-GENE-040718-12,ebp,
E9QEI6,TrEMBL,Ensembl,ENSDART00000143716.2,ENSDARP00000119561.1,
E9QEI6,TrEMBL,ZFIN,ZDB-GENE-040426-699,lipg,
E9QEI7,TrEMBL,Ensembl,ENSDART00000139248.3,ENSDARP00000121872.3,
E9QEJ2,TrEMBL,Ensembl,ENSDART00000140185.3,ENSDARP00000119546.1,
E9QEJ2,TrEMBL,ZFIN,ZDB-GENE-030131-4444,col28a2a,
E9QEJ4,TrEMBL,Ensembl,ENSDART00000143962.3,ENSDARP00000119541.1,
E9QEJ4,TrEMBL,ZFIN,ZDB-GENE-160627-1,or90c1,
E9QEJ8,TrEMBL,Ensembl,ENSDART00000135810.3,ENSDARP00000119538.1,
E9QEJ8,TrEMBL,ZFIN,ZDB-GENE-040426-2864,acp5a,
E9QEJ9,TrEMBL,Ensembl,ENSDART00000135340.3,ENSDARP00000119537.1,
E9QEJ9,TrEMBL,ZFIN,ZDB-GENE-061103-433,nadkb,
E9QEK0,TrEMBL,Ensembl,ENSDART00000137211.2,ENSDARP00000121846.1,
E9QEK0,TrEMBL,ZFIN,ZDB-GENE-040426-1354,prkcba,
E9QEK1,TrEMBL,Ensembl,ENSDART00000141094.3,ENSDARP00000121842.2,
E9QEK1,TrEMBL,ZFIN,ZDB-GENE-081104-22,or90h1,
E9QEK2,TrEMBL,Ensembl,ENSDART00000136457.3,ENSDARP00000121841.1,
E9QEK2,TrEMBL,ZFIN,ZDB-GENE-030131-822,tpd52l2b,
E9QEK5,TrEMBL,Ensembl,ENSDART00000132225.2,ENSDARP00000121832.1,
E9QEK5,TrEMBL,ZFIN,ZDB-GENE-040426-1558,shmt1,
E9QEK7,TrEMBL,Ensembl,ENSDART00000143387.2,ENSDARP00000119513.1,
E9QEK7,TrEMBL,ZFIN,ZDB-GENE-040426-1232,tmem218,
E9QEK8,TrEMBL,Ensembl,ENSDART00000134954.3,ENSDARP00000121824.1,
E9QEK8,TrEMBL,ZFIN,ZDB-GENE-080204-1,naxd,
E9QEK9,TrEMBL,Ensembl,ENSDART00000139019.2,ENSDARP00000119506.1,
E9QEK9,TrEMBL,ZFIN,ZDB-GENE-030131-7249,agr1,
E9QEL0,TrEMBL,Ensembl,ENSDART00000148132.2,ENSDARP00000119505.1,
E9QEL0,TrEMBL,ZFIN,ZDB-GENE-070820-7,spag9a,
E9QEL1,TrEMBL,Ensembl,ENSDART00000136412.2,ENSDARP00000119504.1,
E9QEL1,TrEMBL,ZFIN,ZDB-GENE-041210-219,tex30,
E9QEL2,TrEMBL,Ensembl,ENSDART00000139942.2,ENSDARP00000121818.1,
E9QEL2,TrEMBL,Ensembl,ENSDART00000185556.1,ENSDARP00000151537.1,
E9QEL2,TrEMBL,Ensembl,ENSDART00000188493.1,ENSDARP00000155013.1,
E9QEL2,TrEMBL,ZFIN,ZDB-GENE-030131-8451,uqcc3,
E9QEL6,TrEMBL,Ensembl,ENSDART00000143547.2,ENSDARP00000121803.1,
E9QEL6,TrEMBL,ZFIN,ZDB-GENE-090312-149,myo15ab,
E9QEM2,TrEMBL,Ensembl,ENSDART00000134185.2,ENSDARP00000114677.1,
E9QEM2,TrEMBL,ZFIN,ZDB-GENE-030131-4444,col28a2a,
E9QEM5,TrEMBL,Ensembl,ENSDART00000144278.3,ENSDARP00000114670.1,
E9QEM5,TrEMBL,ZFIN,ZDB-GENE-040625-125,psmc3ip,
E9QEM7,TrEMBL,Ensembl,ENSDART00000133455.2,ENSDARP00000117652.1,
E9QEM7,TrEMBL,ZFIN,ZDB-GENE-040914-66,txnrd2.2,
E9QEN0,TrEMBL,Ensembl,ENSDART00000137229.3,ENSDARP00000117633.1,
E9QEN0,TrEMBL,ZFIN,ZDB-GENE-030131-5411,asb8,
E9QEN1,TrEMBL,Ensembl,ENSDART00000141847.3,ENSDARP00000117629.2,
E9QEN1,TrEMBL,RefSeq,XP_009298931.2,XM_009300656.2,
E9QEN2,TrEMBL,Ensembl,ENSDART00000134652.2,ENSDARP00000117620.1,
E9QEN2,TrEMBL,ZFIN,ZDB-GENE-090312-61,si:dkey-178k16.1,
E9QEN3,TrEMBL,Ensembl,ENSDART00000132243.2,ENSDARP00000117618.1,
E9QEN3,TrEMBL,ZFIN,ZDB-GENE-081028-57,osgin2,
E9QEN4,TrEMBL,Ensembl,ENSDART00000140483.3,ENSDARP00000117610.1,
E9QEN4,TrEMBL,Ensembl,ENSDART00000181678.1,ENSDARP00000146530.1,
E9QEN4,TrEMBL,ZFIN,ZDB-GENE-030131-9003,scaf4a,
E9QEN5,TrEMBL,Ensembl,ENSDART00000147062.2,ENSDARP00000117600.1,
E9QEN5,TrEMBL,ZFIN,ZDB-GENE-100922-38,l3mbtl1b,
E9QEN9,TrEMBL,Ensembl,ENSDART00000108798.4,ENSDARP00000099302.3,
E9QEN9,TrEMBL,ZFIN,ZDB-GENE-050208-41,dchs1b,
E9QEP0,TrEMBL,Ensembl,ENSDART00000131561.3,ENSDARP00000112796.3,
E9QEP0,TrEMBL,ZFIN,ZDB-GENE-120709-37,znf1062,
E9QEP1,TrEMBL,Ensembl,ENSDART00000134393.2,ENSDARP00000112792.1,
E9QEP1,TrEMBL,ZFIN,ZDB-GENE-070705-271,arhgef9a,
E9QEP2,TrEMBL,Ensembl,ENSDART00000146302.3,ENSDARP00000112790.1,
E9QEP2,TrEMBL,ZFIN,ZDB-GENE-030131-9632,sgk2a,
E9QEP4,TrEMBL,Ensembl,ENSDART00000145436.2,ENSDARP00000112786.1,
E9QEP4,TrEMBL,ZFIN,ZDB-GENE-040426-702,atp2a2a,
E9QEP7,TrEMBL,Ensembl,ENSDART00000133951.2,ENSDARP00000112773.1,
E9QEP7,TrEMBL,ZFIN,ZDB-GENE-040516-14,arhgef18a,
E9QEP8,TrEMBL,Ensembl,ENSDART00000131231.3,ENSDARP00000112771.1,
E9QEP8,TrEMBL,ZFIN,ZDB-GENE-040718-274,ap3s2,
E9QEQ0,TrEMBL,Ensembl,ENSDART00000143020.2,ENSDARP00000112766.1,
E9QEQ0,TrEMBL,ZFIN,ZDB-GENE-091204-424,stx2b,
E9QEQ4,TrEMBL,Ensembl,ENSDART00000144367.2,ENSDARP00000112747.1,
E9QEQ4,TrEMBL,ZFIN,ZDB-GENE-010130-1,ctbp1,
E9QER1,TrEMBL,Ensembl,ENSDART00000144268.2,ENSDARP00000112717.1,
E9QER1,TrEMBL,ZFIN,ZDB-GENE-090312-157,si:dkey-150i13.2,
E9QER3,TrEMBL,Ensembl,ENSDART00000132142.3,ENSDARP00000112703.2,
E9QER3,TrEMBL,ZFIN,ZDB-GENE-090514-4,cacna1bb,
E9QER4,TrEMBL,Ensembl,ENSDART00000138579.2,ENSDARP00000112702.1,
E9QER4,TrEMBL,ZFIN,ZDB-GENE-030131-6014,tdo2b,
E9QER5,TrEMBL,Ensembl,ENSDART00000132213.2,ENSDARP00000112700.1,
E9QER5,TrEMBL,ZFIN,ZDB-GENE-040426-1472,nkain1,
E9QER9,TrEMBL,Ensembl,ENSDART00000132686.2,ENSDARP00000117596.1,
E9QER9,TrEMBL,ZFIN,ZDB-GENE-091113-46,pimr64,
E9QES0,TrEMBL,Ensembl,ENSDART00000139695.2,ENSDARP00000117592.1,
E9QES0,TrEMBL,ZFIN,ZDB-GENE-051120-102,pm20d1.1,
E9QES1,TrEMBL,Ensembl,ENSDART00000143313.2,ENSDARP00000121541.1,
E9QES1,TrEMBL,ZFIN,ZDB-GENE-081104-493,znfl1l,
E9QES2,TrEMBL,Ensembl,ENSDART00000145516.3,ENSDARP00000117590.1,
E9QES2,TrEMBL,ZFIN,ZDB-GENE-070212-1,dazap1,
E9QES3,TrEMBL,Ensembl,ENSDART00000147342.2,ENSDARP00000117589.1,
E9QES3,TrEMBL,ZFIN,ZDB-GENE-040718-352,rgp1,
E9QES4,TrEMBL,Ensembl,ENSDART00000141884.2,ENSDARP00000117588.1,
E9QES4,TrEMBL,ZFIN,ZDB-GENE-050320-88,faim2a,
E9QES5,TrEMBL,Ensembl,ENSDART00000142941.3,ENSDARP00000117586.1,
E9QES5,TrEMBL,ZFIN,ZDB-GENE-040426-1312,ero1a,
E9QES7,TrEMBL,Ensembl,ENSDART00000136236.2,ENSDARP00000117574.1,
E9QES7,TrEMBL,ZFIN,ZDB-GENE-090313-321,si:dkey-66g10.2,
E9QES8,TrEMBL,Ensembl,ENSDART00000133246.3,ENSDARP00000114662.1,
E9QES8,TrEMBL,ZFIN,ZDB-GENE-030131-1458,hsf2bp,
E9QES9,TrEMBL,Ensembl,ENSDART00000134677.3,ENSDARP00000114660.1,
E9QES9,TrEMBL,ZFIN,ZDB-GENE-030131-2958,cstf1,
E9QET1,TrEMBL,Ensembl,ENSDART00000133091.2,ENSDARP00000114656.1,
E9QET1,TrEMBL,ZFIN,ZDB-GENE-050417-336,pvalb5,
E9QET2,TrEMBL,Ensembl,ENSDART00000144704.2,ENSDARP00000114652.1,
E9QET2,TrEMBL,ZFIN,ZDB-GENE-070912-80,camsap2b,
E9QET4,TrEMBL,Ensembl,ENSDART00000148347.5,ENSDARP00000114645.2,
E9QET4,TrEMBL,ZFIN,ZDB-GENE-031001-2,tjp1a,
E9QET5,TrEMBL,Ensembl,ENSDART00000131680.3,ENSDARP00000122439.1,
E9QET5,TrEMBL,Ensembl,ENSDART00000136386.3,ENSDARP00000114642.1,
E9QET5,TrEMBL,ZFIN,ZDB-GENE-090313-81,si:ch211-210c8.7,
E9QET6,TrEMBL,Ensembl,ENSDART00000146586.2,ENSDARP00000114638.1,
E9QET6,TrEMBL,ZFIN,ZDB-GENE-041010-48,casp6b.1,
E9QET9,TrEMBL,Ensembl,ENSDART00000144694.2,ENSDARP00000114632.1,
E9QET9,TrEMBL,ZFIN,ZDB-GENE-060526-260,kank1b,
E9QEU1,TrEMBL,Ensembl,ENSDART00000144151.2,ENSDARP00000114621.1,
E9QEU1,TrEMBL,ZFIN,ZDB-GENE-091204-293,jakmip2,
E9QEU2,TrEMBL,Ensembl,ENSDART00000144555.2,ENSDARP00000114619.1,
E9QEU2,TrEMBL,ZFIN,ZDB-GENE-091113-21,si:dkey-84o3.3,
E9QEU3,TrEMBL,Ensembl,ENSDART00000140940.4,ENSDARP00000114615.2,
E9QEU3,TrEMBL,ZFIN,ZDB-GENE-091113-48,cluhb,
E9QEU5,TrEMBL,Ensembl,ENSDART00000137534.2,ENSDARP00000114608.1,
E9QEU5,TrEMBL,ZFIN,ZDB-GENE-070705-156,malt1,
E9QEU6,TrEMBL,Ensembl,ENSDART00000144493.3,ENSDARP00000114606.2,
E9QEU6,TrEMBL,ZFIN,ZDB-GENE-100525-1,rbsn,
E9QEU7,TrEMBL,Ensembl,ENSDART00000111359.4,ENSDARP00000102614.3,
E9QEU7,TrEMBL,ZFIN,ZDB-GENE-100922-229,fbxo21,
E9QEU8,TrEMBL,Ensembl,ENSDART00000077933.5,ENSDARP00000072399.4,
E9QEU8,TrEMBL,ZFIN,ZDB-GENE-091113-46,pimr64,
E9QEV0,TrEMBL,Ensembl,ENSDART00000138150.2,ENSDARP00000119497.1,
E9QEV0,TrEMBL,ZFIN,ZDB-GENE-100922-135,si:ch1073-272j17.3,
E9QEV1,TrEMBL,Ensembl,ENSDART00000133666.2,ENSDARP00000119494.1,
E9QEV1,TrEMBL,ZFIN,ZDB-GENE-051127-37,acot11b,
E9QEV2,TrEMBL,Ensembl,ENSDART00000133318.3,ENSDARP00000119490.1,
