accession	db	ensdarg
A0A1D5NSZ8	Ensembl	ENSDARG00000105583.2
X1WFY5	Ensembl	ENSDARG00000053026.8
U3JAS4	Ensembl	ENSDARG00000042902.7
F8W4R5	Ensembl	ENSDARG00000088929.5
F8W269	Ensembl	ENSDARG00000015823.10
F1Q783	Ensembl	ENSDARG00000030781.10
F1Q7T0	Ensembl	ENSDARG00000069745.4
F1QET8	Ensembl	ENSDARG00000053026.8
F1QNR8	Ensembl	ENSDARG00000021466.11
F1QSI6	Ensembl	ENSDARG00000056483.8
F1R429	Ensembl	ENSDARG00000069980.5
F1R7Y5	Ensembl	ENSDARG00000075673.7
F1REA1	Ensembl	ENSDARG00000074476.6
K9M7N8	Ensembl	ENSDARG00000021787.10
A0A0G2KGX1	Ensembl	ENSDARG00000103186.2
A0A0G2L7C5	Ensembl	ENSDARG00000099026.3
E7EYJ5	Ensembl	ENSDARG00000100985.3
E7F883	Ensembl	ENSDARG00000105121.2
A0A0H2UKC5	Ensembl	ENSDARG00000001249.10
A0A0R4IMK9	Ensembl	ENSDARG00000031907.9
R4GEN9	Ensembl	ENSDARG00000099635.2
A0A0R4IAP0	Ensembl	ENSDARG00000028448.10
A0A0R4IBD1	Ensembl	ENSDARG00000001953.13
A0A0R4IC01	Ensembl	ENSDARG00000101094.2
A0A0R4IEU4	Ensembl	ENSDARG00000009941.13
A0A0R4IHY9	Ensembl	ENSDARG00000100420.2
A0A0R4IKL5	Ensembl	ENSDARG00000101046.2
A0A0R4IKT3	Ensembl	ENSDARG00000103658.2
A0A0R4IQ70	Ensembl	ENSDARG00000005699.7
A0A0R4IVQ6	Ensembl	ENSDARG00000102230.2
A0A0R4IW47	Ensembl	ENSDARG00000098294.2
A0A0R4IWR0	Ensembl	ENSDARG00000102554.2
A0A0R4IXY0	Ensembl	ENSDARG00000109610.1
E7F8G0	Ensembl	ENSDARG00000103391.2
A0A1D5NSX9	Ensembl	ENSDARG00000033683.9
A0A455LLX9	Ensembl	ENSDARG00000067925.4
A0A0N5E8A1	Ensembl	ENSDARG00000098862.2
A0A0R4ICU0	Ensembl	ENSDARG00000099074.2
A0A0R4IDQ3	Ensembl	ENSDARG00000070601.5
A0A0R4IG29	Ensembl	ENSDARG00000101421.2
A0A0R4IGN4	Ensembl	ENSDARG00000100965.2
A0A0R4IHN2	Ensembl	ENSDARG00000101667.2
A0A0R4II97	Ensembl	ENSDARG00000004169.12
A0A0R4IID7	Ensembl	ENSDARG00000110973.1
A0A0R4ILD5	Ensembl	ENSDARG00000101701.3
A0A0R4IM36	Ensembl	ENSDARG00000093750.3
A0A0R4IMF8	Ensembl	ENSDARG00000114726.1
A0A0R4IRM6	Ensembl	ENSDARG00000103398.2
A0A0R4IRZ0	Ensembl	ENSDARG00000114857.1
A0A0R4IT01	Ensembl	ENSDARG00000103114.2
A0A0R4IU71	Ensembl	ENSDARG00000088975.5
A0A0R4IXH6	Ensembl	ENSDARG00000104132.2
A0A0R4IY55	Ensembl	ENSDARG00000098746.2
A0A140LFZ1	Ensembl	ENSDARG00000105430.2
A0A140LH29	Ensembl	ENSDARG00000105481.2
A0A1D5NS74	Ensembl	ENSDARG00000056722.7
Q4G5W4	Ensembl	ENSDARG00000091348.4
A0A2R8PXY1	Ensembl	ENSDARG00000113759.1
A0A2R8PYK2	Ensembl	ENSDARG00000090664.3
A0A2R8Q0K5	Ensembl	ENSDARG00000022996.9
A0A2R8Q2M1	Ensembl	ENSDARG00000114787.1
A0A2R8Q3K7	Ensembl	ENSDARG00000102216.2
A0A2R8Q3R8	Ensembl	ENSDARG00000117162.1
A0A2R8Q7V7	Ensembl	ENSDARG00000116225.1
A0A2R8Q9K6	Ensembl	ENSDARG00000019230.10
A0A2R8QAL9	Ensembl	ENSDARG00000109491.1
A0A2R8QAT7	Ensembl	ENSDARG00000095717.5
A0A2R8QC41	Ensembl	ENSDARG00000115721.1
A0A2R8QDL0	Ensembl	ENSDARG00000073876.4
A0A2R8QHE7	Ensembl	ENSDARG00000088924.3
A0A2R8QIM7	Ensembl	ENSDARG00000111573.1
A0A2R8QJA3	Ensembl	ENSDARG00000113355.1
A0A2R8QM45	Ensembl	ENSDARG00000110194.1
A0A2R8QMF6	Ensembl	ENSDARG00000114625.1
A0A2R8QMU1	Ensembl	ENSDARG00000111146.1
A0A2R8QMW6	Ensembl	ENSDARG00000115588.1
A0A2R8QPJ1	Ensembl	ENSDARG00000091131.4
A0A2R8RJ19	Ensembl	ENSDARG00000062696.7
A0A2R8RLH0	Ensembl	ENSDARG00000109973.1
A0A2R8RLY1	Ensembl	ENSDARG00000062632.6
A0A2R8RM25	Ensembl	ENSDARG00000115001.1
A0A2R8RQ37	Ensembl	ENSDARG00000109899.1
A0A2R8RQ90	Ensembl	ENSDARG00000115748.1
A0A2R8RWR7	Ensembl	ENSDARG00000037406.7
A0A2R8S0B5	Ensembl	ENSDARG00000113264.1
Q0P4A3	Ensembl	ENSDARG00000100804.2
A0A2R8Q868	Ensembl	ENSDARG00000042056.8
A0A2R8QNP4	Ensembl	ENSDARG00000110634.1
A0A286Y892	Ensembl	ENSDARG00000103125.3
A0A286Y8U4	Ensembl	ENSDARG00000054224.8
A0A286YAS1	Ensembl	ENSDARG00000113425.1
A0A286YAU5	Ensembl	ENSDARG00000059596.8
A0A1L1QZ94	Ensembl	ENSDARG00000004714.13
A0A1L1QZS2	Ensembl	ENSDARG00000004714.13
A0A2R8PV67	Ensembl	ENSDARG00000021948.11
A0A2R8Q1K1	Ensembl	ENSDARG00000110959.1
A0A2R8Q640	Ensembl	ENSDARG00000115515.1
A0A2R8Q7E1	Ensembl	ENSDARG00000111789.1
A0A2R8Q7T4	Ensembl	ENSDARG00000113954.1
A0A2R8Q8M0	Ensembl	ENSDARG00000092361.4
A0A2R8QAE8	Ensembl	ENSDARG00000115174.1
A0A2R8QDB2	Ensembl	ENSDARG00000109601.1
A0A2R8QEA0	Ensembl	ENSDARG00000090223.4
A0A2R8QEE2	Ensembl	ENSDARG00000056443.5
A0A2R8QEY5	Ensembl	ENSDARG00000042525.7
A0A2R8QFE4	Ensembl	ENSDARG00000008662.8
A0A2R8QIK3	Ensembl	ENSDARG00000116171.1
A0A2R8QK89	Ensembl	ENSDARG00000114393.1
A0A2R8QNL5	Ensembl	ENSDARG00000087180.5
A0A2R8QPR4	Ensembl	ENSDARG00000069038.6
A0A2R8QQW1	Ensembl	ENSDARG00000104119.3
A0A2R8QR91	Ensembl	ENSDARG00000112301.1
A0A2R8QSW1	Ensembl	ENSDARG00000112648.1
A0A2R8QT31	Ensembl	ENSDARG00000079584.4
A0A2R8RJS8	Ensembl	ENSDARG00000114894.1
A0A2R8RJW1	Ensembl	ENSDARG00000087145.3
A0A2R8RKG8	Ensembl	ENSDARG00000113896.1
A0A2R8RM38	Ensembl	ENSDARG00000116563.1
A0A2R8RME9	Ensembl	ENSDARG00000115622.1
A0A2R8RS62	Ensembl	ENSDARG00000092604.5
A0A2R8RSD3	Ensembl	ENSDARG00000113216.1
A0A2R8RSE5	Ensembl	ENSDARG00000111937.1
A0A2R8RXY4	Ensembl	ENSDARG00000114816.1
B2GRD7	Ensembl	ENSDARG00000069708.7
A0A286Y9T4	Ensembl	ENSDARG00000095333.5
A4IGE7	Ensembl	ENSDARG00000014171.8
B0S4Z1	Ensembl	ENSDARG00000043210.8
B0S5M0	Ensembl	ENSDARG00000022659.8
E7FC24	Ensembl	ENSDARG00000078865.5
A3KGZ3	Ensembl	ENSDARG00000056204.8
B0S6S0	Ensembl	ENSDARG00000092961.3
B0S7C2	Ensembl	ENSDARG00000038780.6
B0V2Z2	Ensembl	ENSDARG00000092035.3
B8JLR8	Ensembl	ENSDARG00000058425.4
H0WEM2	Ensembl	ENSDARG00000063299.8
Q1LUC6	Ensembl	ENSDARG00000061231.8
R4GE94	Ensembl	ENSDARG00000063268.6
R4GES3	Ensembl	ENSDARG00000010905.11
R4GET1	Ensembl	ENSDARG00000037358.7
A0A2R8PXS6	Ensembl	ENSDARG00000009242.9
A0A2R8PXT5	Ensembl	ENSDARG00000114919.1
A0A2R8Q2F6	Ensembl	ENSDARG00000111276.1
A0A2R8Q2R9	Ensembl	ENSDARG00000115515.1
A0A2R8Q3U2	Ensembl	ENSDARG00000062707.7
A0A2R8Q4A5	Ensembl	ENSDARG00000023903.10
A0A2R8Q4S4	Ensembl	ENSDARG00000038392.8
A0A2R8Q5L1	Ensembl	ENSDARG00000076546.6
A0A2R8Q9A9	Ensembl	ENSDARG00000103154.2
A0A2R8QC46	Ensembl	ENSDARG00000114946.1
A0A2R8QEG8	Ensembl	ENSDARG00000115476.1
A0A2R8QHN3	Ensembl	ENSDARG00000112357.1
A0A2R8QIV4	Ensembl	ENSDARG00000113165.1
A0A2R8QJG4	Ensembl	ENSDARG00000062538.6
A0A2R8QPD2	Ensembl	ENSDARG00000003520.12
A0A2R8QQ45	Ensembl	ENSDARG00000098189.2
A0A2R8RJU0	Ensembl	ENSDARG00000041572.7
A0A2R8RL29	Ensembl	ENSDARG00000076920.4
A0A2R8RLJ7	Ensembl	ENSDARG00000115093.1
A0A2R8RRP1	Ensembl	ENSDARG00000078142.4
A0A2R8RXS1	Ensembl	ENSDARG00000096867.3
A0A2R8QGK9	Ensembl	ENSDARG00000094579.3
A0A2R8QV79	Ensembl	ENSDARG00000113954.1
A0A1L1QZW0	Ensembl	ENSDARG00000063158.7
A0A2R8Q2H9	Ensembl	ENSDARG00000104047.2
A0A2R8Q379	Ensembl	ENSDARG00000039266.8
A0A2R8QCP1	Ensembl	ENSDARG00000069105.6
A0A2R8QER3	Ensembl	ENSDARG00000114434.1
A0A2R8QHB9	Ensembl	ENSDARG00000113384.1
A0A2R8QL10	Ensembl	ENSDARG00000113476.1
A0A2R8QRV0	Ensembl	ENSDARG00000074149.5
A0A2R8PXZ7	Ensembl	ENSDARG00000116366.1
A0A2R8Q2R7	Ensembl	ENSDARG00000068637.6
A0A2R8Q6I3	Ensembl	ENSDARG00000116508.1
A0A2R8Q731	Ensembl	ENSDARG00000044182.6
A0A2R8Q813	Ensembl	ENSDARG00000094489.2
A0A2R8Q9V1	Ensembl	ENSDARG00000094710.2
A0A2R8QAB3	Ensembl	ENSDARG00000003193.9
A0A2R8QAK0	Ensembl	ENSDARG00000116191.1
A0A2R8QDW1	Ensembl	ENSDARG00000111876.1
A0A2R8QE24	Ensembl	ENSDARG00000101014.2
A0A2R8QEH1	Ensembl	ENSDARG00000113631.1
A0A2R8QF06	Ensembl	ENSDARG00000060941.7
A0A2R8QF57	Ensembl	ENSDARG00000069356.5
A0A2R8QFC4	Ensembl	ENSDARG00000027738.13
A0A2R8QGV7	Ensembl	ENSDARG00000074238.6
A0A2R8QJA0	Ensembl	ENSDARG00000114071.1
A0A2R8QKR3	Ensembl	ENSDARG00000114847.1
A0A2R8QM37	Ensembl	ENSDARG00000112090.1
A0A2R8QMM3	Ensembl	ENSDARG00000115537.1
A0A2R8QS29	Ensembl	ENSDARG00000098677.2
A0A2R8RJM1	Ensembl	ENSDARG00000111937.1
A0A2R8RP41	Ensembl	ENSDARG00000112678.1
A0A2R8RPD7	Ensembl	ENSDARG00000069603.6
A0A2R8RQD2	Ensembl	ENSDARG00000113499.1
A0A2R8RWW3	Ensembl	ENSDARG00000102378.2
A0A2R8QAZ4	Ensembl	ENSDARG00000114863.1
A0A2R8QPM6	Ensembl	ENSDARG00000011152.12
X1WBL2	Ensembl	ENSDARG00000031774.10
X1WC76	Ensembl	ENSDARG00000112647.1
X1WCA7	Ensembl	ENSDARG00000096915.2
X1WCJ5	Ensembl	ENSDARG00000077053.5
X1WCW9	Ensembl	ENSDARG00000057787.7
X1WCX4	Ensembl	ENSDARG00000114236.1
X1WDL2	Ensembl	ENSDARG00000038290.8
X1WE34	Ensembl	ENSDARG00000086847.4
X1WFR8	Ensembl	ENSDARG00000075008.7
X1WGD9	Ensembl	ENSDARG00000088967.4
X1WHE3	Ensembl	ENSDARG00000013892.10
A0A0G2L199	Ensembl	ENSDARG00000088367.4
A0A0G2L490	Ensembl	ENSDARG00000027907.9
A0A0G2L6T4	Ensembl	ENSDARG00000102154.3
A0A0G2L924	Ensembl	ENSDARG00000098788.2
E9QDF2	Ensembl	ENSDARG00000114908.1
A0A0H2UKU9	Ensembl	ENSDARG00000062854.7
A0A0R4IF75	Ensembl	ENSDARG00000023302.7
A0A0R4ISS7	Ensembl	ENSDARG00000102926.2
A0A0R4IVZ6	Ensembl	ENSDARG00000076796.5
A0A286YAM6	Ensembl	ENSDARG00000045401.7
E7F720	Ensembl	ENSDARG00000116193.1
E7FBB3	Ensembl	ENSDARG00000038139.8
E7FD80	Ensembl	ENSDARG00000013310.12
E7FGX2	Ensembl	ENSDARG00000037613.6
F1Q8Q4	Ensembl	ENSDARG00000071152.6
F1Q8Y0	Ensembl	ENSDARG00000022176.10
F1QC42	Ensembl	ENSDARG00000003429.9
F1QL65	Ensembl	ENSDARG00000061916.8
F1QNX9	Ensembl	ENSDARG00000009806.9
F1R6L6	Ensembl	ENSDARG00000002710.10
F1R9E7	Ensembl	ENSDARG00000114708.1
F1R9K0	Ensembl	ENSDARG00000004618.12
F1RCL4	Ensembl	ENSDARG00000016594.11
A2BFV8	Ensembl	ENSDARG00000026726.9
A5PMY5	Ensembl	ENSDARG00000002127.11
B3DJA0	Ensembl	ENSDARG00000038508.5
B3DJS3	Ensembl	ENSDARG00000069302.9
E9QBV0	Ensembl	ENSDARG00000037476.8
Q5RJ38	Ensembl	ENSDARG00000011696.9
G1K2L5	Ensembl	ENSDARG00000035559.7
M9MME1	Ensembl	ENSDARG00000096345.2
E9QBJ6	Ensembl	ENSDARG00000060165.7
E9QBS4	Ensembl	ENSDARG00000010052.12
E9QJ52	Ensembl	ENSDARG00000092094.4
M9MMC0	Ensembl	ENSDARG00000003684.10
H0WET3	Ensembl	ENSDARG00000094484.4
E9QCY5	Ensembl	ENSDARG00000087187.5
E9QD39	Ensembl	ENSDARG00000070894.6
E9QGA3	Ensembl	ENSDARG00000063358.7
E9QHJ5	Ensembl	ENSDARG00000002240.8
E9QHY1	Ensembl	ENSDARG00000005179.12
F1Q6C8	Ensembl	ENSDARG00000002267.9
F1QM29	Ensembl	ENSDARG00000057074.6
F1QY57	Ensembl	ENSDARG00000093450.4
F1QYJ8	Ensembl	ENSDARG00000077009.5
F1R1G4	Ensembl	ENSDARG00000095113.3
E9QES1	Ensembl	ENSDARG00000094197.2
F1Q6H4	Ensembl	ENSDARG00000075165.4
F1R4I7	Ensembl	ENSDARG00000058593.7
F1R7E5	Ensembl	ENSDARG00000078691.5
B0S7W5	Ensembl	ENSDARG00000055331.5
F8W5Y4	Ensembl	ENSDARG00000095962.2
F8W2I5	Ensembl	ENSDARG00000063197.8
F8W452	Ensembl	ENSDARG00000044567.8
F8W460	Ensembl	ENSDARG00000060679.6
F8W4C9	Ensembl	ENSDARG00000007323.8
E7F3X3	Ensembl	ENSDARG00000060253.7
F1Q9Y1	Ensembl	ENSDARG00000062052.9
F1QCR8	Ensembl	ENSDARG00000029874.8
F1QNZ9	Ensembl	ENSDARG00000030157.11
E7EYF4	Ensembl	ENSDARG00000089562.3
E7F210	Ensembl	ENSDARG00000009386.10
E7F743	Ensembl	ENSDARG00000062720.7
E7F7T1	Ensembl	ENSDARG00000076280.5
E7FCM0	Ensembl	ENSDARG00000088762.4
E7FGP7	Ensembl	ENSDARG00000087752.4
F1Q5S6	Ensembl	ENSDARG00000075405.6
F1Q8G0	Ensembl	ENSDARG00000077248.4
F1Q9I2	Ensembl	ENSDARG00000004262.10
F1QLJ0	Ensembl	ENSDARG00000114537.1
F1QWT9	Ensembl	ENSDARG00000070162.7
F1QXP1	Ensembl	ENSDARG00000076552.4
F1R0K3	Ensembl	ENSDARG00000023036.8
F1R383	Ensembl	ENSDARG00000059058.6
F1R6L3	Ensembl	ENSDARG00000013351.11
F1R7Z9	Ensembl	ENSDARG00000074680.5
F1R873	Ensembl	ENSDARG00000055279.6
F1RCF8	Ensembl	ENSDARG00000097228.2
F1RE59	Ensembl	ENSDARG00000016479.9
A5WWL9	Ensembl	ENSDARG00000092513.2
B0V1B0	Ensembl	ENSDARG00000053512.5
B8A5G3	Ensembl	ENSDARG00000036494.11
B8JM88	Ensembl	ENSDARG00000075340.6
E7F381	Ensembl	ENSDARG00000062310.7
E7F3V2	Ensembl	ENSDARG00000079327.5
E7F9P1	Ensembl	ENSDARG00000077419.6
F1Q953	Ensembl	ENSDARG00000001777.8
F1QAT3	Ensembl	ENSDARG00000079353.5
F1QB39	Ensembl	ENSDARG00000055245.4
F1QG32	Ensembl	ENSDARG00000042293.8
F1QL66	Ensembl	ENSDARG00000010758.11
F1QM92	Ensembl	ENSDARG00000076132.6
F1R5R6	Ensembl	ENSDARG00000078508.5
F1RA02	Ensembl	ENSDARG00000113820.1
Q5TYR0	Ensembl	ENSDARG00000041411.7
E9QBX3	Ensembl	ENSDARG00000015310.9
F1R1P4	Ensembl	ENSDARG00000015822.9
E9QD79	Ensembl	ENSDARG00000115370.1
F1Q7K7	Ensembl	ENSDARG00000055045.7
F1QIK5	Ensembl	ENSDARG00000058953.5
F1QNV8	Ensembl	ENSDARG00000063416.10
F1QRR8	Ensembl	ENSDARG00000076889.6
F1QRW4	Ensembl	ENSDARG00000036005.6
F1QS86	Ensembl	ENSDARG00000008835.10
F1R1T0	Ensembl	ENSDARG00000037122.9
F1R8R9	Ensembl	ENSDARG00000055539.7
F1RB93	Ensembl	ENSDARG00000003414.10
F1RC69	Ensembl	ENSDARG00000076529.5
F6NLH0	Ensembl	ENSDARG00000071062.6
J9JI09	Ensembl	ENSDARG00000019426.12
Q5RHP5	Ensembl	ENSDARG00000042623.10
B3DKA5	Ensembl	ENSDARG00000036558.7
B7ZVJ7	Ensembl	ENSDARG00000093901.3
B8JLB0	Ensembl	ENSDARG00000039828.9
F6PBQ1	Ensembl	ENSDARG00000026322.10
H0WEL8	Ensembl	ENSDARG00000088745.5
Q6ZM69	Ensembl	ENSDARG00000033953.7
Q7ZZ04	Ensembl	ENSDARG00000001578.7
B3DJP1	Ensembl	ENSDARG00000019383.9
F6P697	Ensembl	ENSDARG00000008818.11
I3ITP3	Ensembl	ENSDARG00000036186.9
Q1L8S9	Ensembl	ENSDARG00000019299.12
Q1LY95	Ensembl	ENSDARG00000063361.8
R4GDV8	Ensembl	ENSDARG00000089765.4
F8W3M8	Ensembl	ENSDARG00000027552.8
F8W559	Ensembl	ENSDARG00000020529.10
F8W548	Ensembl	ENSDARG00000007387.10
E7FC48	Ensembl	ENSDARG00000086027.4
X1WCC9	Ensembl	ENSDARG00000113949.1
X1WEQ0	Ensembl	ENSDARG00000040627.9
X1WFP5	Ensembl	ENSDARG00000053992.6
F8W2P8	Ensembl	ENSDARG00000003098.10
E7EYM0	Ensembl	ENSDARG00000091234.4
E7EYW4	Ensembl	ENSDARG00000086245.3
E7F578	Ensembl	ENSDARG00000063568.7
E7F6D4	Ensembl	ENSDARG00000074556.5
E7FFC8	Ensembl	ENSDARG00000105806.2
E7FGZ0	Ensembl	ENSDARG00000097307.3
F1Q7N6	Ensembl	ENSDARG00000016775.10
F1QHB1	Ensembl	ENSDARG00000114848.1
F1QIN7	Ensembl	ENSDARG00000004796.8
F1QIY4	Ensembl	ENSDARG00000078106.8
F1QKZ3	Ensembl	ENSDARG00000069745.4
F1QPR7	Ensembl	ENSDARG00000007018.10
F1RBB9	Ensembl	ENSDARG00000111159.1
A0A2U9DQQ5	Ensembl	ENSDARG00000055550.5
E7EYE0	Ensembl	ENSDARG00000045748.7
E7F1A0	Ensembl	ENSDARG00000068515.7
E7F2E9	Ensembl	ENSDARG00000086756.2
E7F7V1	Ensembl	ENSDARG00000025505.8
E7F892	Ensembl	ENSDARG00000069660.6
F1Q555	Ensembl	ENSDARG00000062430.7
F1Q5N4	Ensembl	ENSDARG00000037962.7
F1Q9M4	Ensembl	ENSDARG00000015946.11
F1QL17	Ensembl	ENSDARG00000004930.11
F1QMW7	Ensembl	ENSDARG00000029331.7
F1QPA7	Ensembl	ENSDARG00000015747.10
F1QWW5	Ensembl	ENSDARG00000013881.12
F1R1D1	Ensembl	ENSDARG00000070124.6
F1R1U9	Ensembl	ENSDARG00000094840.4
F1R425	Ensembl	ENSDARG00000069989.8
F1R841	Ensembl	ENSDARG00000115390.1
F1R989	Ensembl	ENSDARG00000039934.7
A8E7L5	Ensembl	ENSDARG00000036159.7
A8E7S8	Ensembl	ENSDARG00000041155.4
B0V3R3	Ensembl	ENSDARG00000087187.5
B3DG28	Ensembl	ENSDARG00000023362.5
B8JIQ1	Ensembl	ENSDARG00000052468.4
Q1LXV5	Ensembl	ENSDARG00000044261.8
Q5RGR4	Ensembl	ENSDARG00000045863.7
Q5TYP3	Ensembl	ENSDARG00000042133.8
E9QDU6	Ensembl	ENSDARG00000067751.7
A0A286Y8A4	Ensembl	ENSDARG00000110764.1
A0A286Y993	Ensembl	ENSDARG00000043102.9
A0A286YA69	Ensembl	ENSDARG00000088984.4
A0A286YBK1	Ensembl	ENSDARG00000022570.10
A0A286Y805	Ensembl	ENSDARG00000057419.7
A0A286YAJ7	Ensembl	ENSDARG00000062991.8
A0A286YAW2	Ensembl	ENSDARG00000102099.3
A0A2R8PVK1	Ensembl	ENSDARG00000103003.2
A0A2R8PYQ6	Ensembl	ENSDARG00000114601.1
A0A2R8Q2V5	Ensembl	ENSDARG00000111250.1
A0A2R8Q3R9	Ensembl	ENSDARG00000110301.1
A0A2R8Q3W1	Ensembl	ENSDARG00000062481.8
A0A2R8Q430	Ensembl	ENSDARG00000113556.1
A0A2R8Q5S5	Ensembl	ENSDARG00000059483.9
A0A2R8Q6B9	Ensembl	ENSDARG00000115864.1
A0A2R8Q7C5	Ensembl	ENSDARG00000061362.6
A0A2R8Q7W4	Ensembl	ENSDARG00000110378.1
A0A2R8Q847	Ensembl	ENSDARG00000056001.7
A0A2R8Q855	Ensembl	ENSDARG00000069031.6
A0A2R8QD66	Ensembl	ENSDARG00000114659.1
A0A2R8QEM9	Ensembl	ENSDARG00000109315.1
A0A2R8QIR5	Ensembl	ENSDARG00000110077.1
A0A2R8QJ76	Ensembl	ENSDARG00000114811.1
A0A2R8QJD7	Ensembl	ENSDARG00000077157.5
A0A2R8QKF6	Ensembl	ENSDARG00000116299.1
A0A2R8QM13	Ensembl	ENSDARG00000076584.4
A0A2R8QNA5	Ensembl	ENSDARG00000098177.2
A0A2R8QS24	Ensembl	ENSDARG00000114442.1
A0A2R8QS27	Ensembl	ENSDARG00000002682.10
A0A2R8QSM3	Ensembl	ENSDARG00000067676.7
A0A2R8QU65	Ensembl	ENSDARG00000113251.1
A0A2R8RIU0	Ensembl	ENSDARG00000003680.12
A0A2R8RQQ3	Ensembl	ENSDARG00000113966.1
A0A2R8RY36	Ensembl	ENSDARG00000109480.1
A0A2R8RZ25	Ensembl	ENSDARG00000053082.7
A0A2R8RZT8	Ensembl	ENSDARG00000114093.1
B3DHY3	Ensembl	ENSDARG00000110703.1
B3DJ60	Ensembl	ENSDARG00000106062.2
A0A2R8Q4E5	Ensembl	ENSDARG00000110549.1
A0A2R8Q5Y7	Ensembl	ENSDARG00000062646.7
A0A2R8QE72	Ensembl	ENSDARG00000097231.2
A0A2R8QH86	Ensembl	ENSDARG00000078481.5
A0A2U3TVI8	Ensembl	ENSDARG00000043527.6
F8W3B3	Ensembl	ENSDARG00000036186.9
F8W5K1	Ensembl	ENSDARG00000005651.11
F8W2Z8	Ensembl	ENSDARG00000046127.9
F8W598	Ensembl	ENSDARG00000006169.11
E7F9J0	Ensembl	ENSDARG00000043907.7
F8W425	Ensembl	ENSDARG00000011449.13
F8W5D1	Ensembl	ENSDARG00000011449.13
E7F5D0	Ensembl	ENSDARG00000091187.3
F1Q632	Ensembl	ENSDARG00000060006.8
F1QIU5	Ensembl	ENSDARG00000005368.11
F1R073	Ensembl	ENSDARG00000076889.6
F1R389	Ensembl	ENSDARG00000092152.3
E7FA60	Ensembl	ENSDARG00000091413.4
F1Q8T6	Ensembl	ENSDARG00000062059.7
F1R0G5	Ensembl	ENSDARG00000089627.4
E7F9V1	Ensembl	ENSDARG00000086647.4
E7FH23	Ensembl	ENSDARG00000074806.4
F1Q8U0	Ensembl	ENSDARG00000099235.2
F1QI17	Ensembl	ENSDARG00000057928.7
F1QNT8	Ensembl	ENSDARG00000043451.5
F1QXJ5	Ensembl	ENSDARG00000095763.3
F1QZL6	Ensembl	ENSDARG00000012987.9
A5WVY0	Ensembl	ENSDARG00000032277.11
A8WHR5	Ensembl	ENSDARG00000078644.5
B0S5E2	Ensembl	ENSDARG00000028982.10
B0S738	Ensembl	ENSDARG00000042124.9
B8A5S0	Ensembl	ENSDARG00000038694.6
E7F8Q9	Ensembl	ENSDARG00000071733.5
E7F933	Ensembl	ENSDARG00000054655.8
E7FCN5	Ensembl	ENSDARG00000016939.11
F1Q4Y0	Ensembl	ENSDARG00000055837.8
F1QE43	Ensembl	ENSDARG00000068400.6
F1QN99	Ensembl	ENSDARG00000061638.6
F1QTV6	Ensembl	ENSDARG00000062640.6
F1QZG8	Ensembl	ENSDARG00000009864.7
F1R9F5	Ensembl	ENSDARG00000058039.6
F1RCK3	Ensembl	ENSDARG00000073844.4
F6NJE2	Ensembl	ENSDARG00000025949.10
Q08BV7	Ensembl	ENSDARG00000068708.5
E9QCI0	Ensembl	ENSDARG00000056322.9
E9QEJ4	Ensembl	ENSDARG00000093273.3
E9QF09	Ensembl	ENSDARG00000002339.11
F1R8D4	Ensembl	ENSDARG00000055313.8
F1RDD1	Ensembl	ENSDARG00000024017.9
U3JAM6	Ensembl	ENSDARG00000074688.5
E9QBF2	Ensembl	ENSDARG00000077686.7
E9QCV3	Ensembl	ENSDARG00000093833.2
E9QGI8	Ensembl	ENSDARG00000070368.5
E9QGM3	Ensembl	ENSDARG00000094857.2
E9QIB3	Ensembl	ENSDARG00000062374.7
F1QDH6	Ensembl	ENSDARG00000019250.6
F1QDT0	Ensembl	ENSDARG00000089033.5
F1QJY7	Ensembl	ENSDARG00000079553.5
F1QYP9	Ensembl	ENSDARG00000113810.1
F1QYR3	Ensembl	ENSDARG00000038587.3
B0R0Z6	Ensembl	ENSDARG00000012222.8
B0S7D6	Ensembl	ENSDARG00000051915.8
B3DHG4	Ensembl	ENSDARG00000068657.4
E9QE90	Ensembl	ENSDARG00000062462.7
I3IRW5	Ensembl	ENSDARG00000087762.4
Q1L8T7	Ensembl	ENSDARG00000055459.7
A8B8W0	Ensembl	ENSDARG00000003968.8
B0R0F7	Ensembl	ENSDARG00000032976.5
B3DJZ3	Ensembl	ENSDARG00000058553.5
E7F279	Ensembl	ENSDARG00000090625.4
F6NV51	Ensembl	ENSDARG00000040505.7
I3ITJ4	Ensembl	ENSDARG00000053395.6
Q5RIT3	Ensembl	ENSDARG00000096773.3
B8A4W6	Ensembl	ENSDARG00000069733.6
Q1LXK0	Ensembl	ENSDARG00000023082.9
R4GE71	Ensembl	ENSDARG00000075436.7
X1WC20	Ensembl	ENSDARG00000091728.4
X1WD54	Ensembl	ENSDARG00000097652.2
X1WCP6	Ensembl	ENSDARG00000093444.4
X1WCS6	Ensembl	ENSDARG00000096920.2
X1WDK3	Ensembl	ENSDARG00000069594.7
X1WDT6	Ensembl	ENSDARG00000037895.6
X1WFT1	Ensembl	ENSDARG00000102069.2
X1WGT6	Ensembl	ENSDARG00000074781.6
X1WHQ7	Ensembl	ENSDARG00000088717.4
A0A7U3LLQ8	Ensembl	ENSDARG00000088663.3
A0A0G2KDN8	Ensembl	ENSDARG00000094484.4
A0A0G2KEP1	Ensembl	ENSDARG00000099542.2
A0A0G2KET0	Ensembl	ENSDARG00000114325.1
